pmcid	unmapped_diseases
PMC2135729	"[""friedländer's bacillus pneumonia""]"
PMC2135829	['group a streptococcus infections']
PMC2136067	['hepatic necrosis']
PMC2136102	['anaphylactic hypersensitivity']
PMC2136309	['bilateral cortical necrosis of the kidneys', 'hemorrhagic necrosis of the skin']
PMC2136442	['allergic cough']
PMC2136538	['acute inflammation']
PMC2136704	['mammary tumors']
PMC2136786	['mammary tumors']
PMC2137550	['human neurologic diseases']
PMC2137557	['allergic uveitis']
PMC2137675	['immune thyroiditis']
PMC2137857	['endotoxin poisoning']
PMC2138536	['inflammatory and immunologically mediated disease']
PMC2149937	['hepatocarcinogenesis']
PMC2149943	['liver tumours']
PMC2150378	['liver metastases']
PMC2150383	['liver tumours']
PMC2151241	['human melanoma']
PMC2169263	['ph-positive acute lymphoblastic leukemia']
PMC2180168	['ebv-associated human b-cell lymphoma']
PMC2180355	['pneumococcal endocarditis', 'group a beta hemolytic streptococci infections']
PMC2180356	['acute bacterial infections']
PMC2186315	['influenza a virus']
PMC2186622	['graft-vs.-host disease']
PMC2186702	['b cell tumor']
PMC2187317	['group b streptococcal disease']
PMC2187617	['pulmonary metastases', 'subcutaneous tumor']
PMC2187663	['organ transplant rejection']
PMC2187689	['graft rejection']
PMC2187816	['severe hyperbilirubinemia']
PMC2187881	['acute anemia']
PMC2187930	['organ transplant rejection']
PMC2188242	['infections with group b meningococcus', 'e. coli k1 infection']
PMC2188253	['melanoma lung metastasis']
PMC2188522	['herpes simplex virus 2 infection']
PMC2188574	['myelosuppression', 'neutropenia-related sepsis', 'congenital agranulocytosis', 'radiation-induced myelosuppression']
PMC2188622	['aids demyelinating disease']
PMC2188902	['wound healing']
PMC2188936	['autoimmune encephalomyelitis']
PMC2189510	['t cell tumors']
PMC2189514	['septic shock syndrome']
PMC2189520	['autoimmune arthritis']
PMC2189661	['graft rejection']
PMC2189667	['graft-vs.-host disease']
PMC2189695	['organ transplant rejection']
PMC2190808	['acute inflammation']
PMC2190836	['endotoxic shock']
PMC2190857	['chronic erosive polyarthritis']
PMC2191124	['inflammatory arthritis']
PMC2191223	['allograft rejection']
PMC2191234	['antibody or immune complex-mediated tissue damage']
PMC2191641	['acute immune complex-mediated glomerulonephritis']
PMC2191722	"[""acquired immunodeficiency syndrome-associated kaposi's sarcoma""]"
PMC2191793	['gram-negative sepsis']
PMC2191833	['acute transplant rejection']
PMC2191876	['acute inflammatory lung injury']
PMC2192009	['organ transplant rejection']
PMC2192227	['philadelphia leukemia']
PMC2192723	['tumor metastasis']
PMC2192784	['inflammatory disease']
PMC2192862	['fulminant liver destruction']
PMC2192986	['experimental autoimmune uveitis']
PMC2193180	['severe infectious disease']
PMC2193313	['chronic hbv infection']
PMC2193366	['th2-driven illness']
PMC2193522	['solid tumors']
PMC2193577	['inflammatory diseases of the central nervous system']
PMC2193680	['acute graft-versus-host disease']
PMC2193742	['endotoxin-induced shock']
PMC2194125	['human immunodeficiency virus type 1']
PMC2194137	['melanoma metastases']
PMC2194232	['lung immune-mediated damage']
PMC2194746	['hiv-1']
PMC2195606	['inflammatory erosive polyarthritis']
PMC2195902	['ischemic cardiovascular diseases']
PMC2196232	['t cell-mediated autoimmune diseases']
PMC2196289	['acute inflammation']
PMC2196291	['herpes simplex virus type 1-induced pneumonia']
PMC2196297	['lung mucosal allergic inflammation']
PMC2199271	['methylmercury poisoning']
PMC2200653	['fracture healing']
PMC2206489	['haemorrhagic shock']
PMC2206732	['basal-like breast cancer']
PMC2212432	['acute bacterial peritonitis']
PMC2212499	['glomerular injury']
PMC2212656	['superficial bladder carcinoma']
PMC2212966	['chronic inflammatory bowel diseases']
PMC2213034	['immediate-type allergic reactions']
PMC2213162	['advanced cancers']
PMC2213311	['acute inflammation']
PMC2213360	['delayed neuronal death']
PMC2214790	['cervical carcinoma']
PMC2220025	['severe acute pancreatitis']
PMC2220032	['severe acute pancreatitis', 'secondary hepatic injury']
PMC2222749	['large-cell lung carcinoma']
PMC2223506	['irresectable hepatic malignancies']
PMC2223621	['myelosuppression']
PMC2223625	['prostatic carcinoma']
PMC2225435	['hiv']
PMC2225503	['hypovolemic circulatory collapse']
PMC2228152	['several tumours']
PMC222954	['gastric acid hypersecretion']
PMC2229623	['enterotoxic-mediated secretory diarrheas']
PMC2234334	['severe acute pancreatitis']
PMC2234380	['type i diabetes']
PMC2242785	['inflammatory pain']
PMC2243244	['gastric mucosal injury']
PMC2246496	['human epidermoid lung carcinoma']
PMC2246558	['multidrug-resistant cancer']
PMC2246591	['cancer cachexia']
PMC2246724	['tumour']
PMC2246783	['lung tumour']
PMC2246785	['peritoneal cancer']
PMC2246862	['myelocytic leukaemia']
PMC2246971	['fio 26 fibrosarcoma']
PMC2247224	['human malignancy']
PMC2247318	['cancer metastasis']
PMC2248700	['hiv']
PMC2253534	['allergic pulmonary inflammation']
PMC2254437	['metastatic osteosarcoma']
PMC2255059	['ischemic retinopathies']
PMC2262873	['superficial bladder carcinoma']
PMC2265273	['attention-deficit/hyperactivity disorder']
PMC2265285	['lung ischemia reperfusion injury']
PMC2265478	['balance disorders']
PMC2266062	['acute liver injury']
PMC2267040	['tumour']
PMC2267444	['cisplatin-resistant malignancies']
PMC2267767	['west nile virus']
PMC2268712	['ocular inflammation']
PMC2268933	['ischemic brain injury']
PMC2274924	['corneal debridement wounds']
PMC2276498	['acute inflammation', 'localized pain']
PMC2278150	['acute and chronic asthma']
PMC2291559	['prion-based diseases']
PMC2294135	['metastatic prostate cancer']
PMC2295264	['intestinal ischemia-reperfusion injury']
PMC2311452	['chronically infected wounds']
PMC2323445	['type 1 diabetic polyneuropathies']
PMC2324088	['invasive cancer of the cervix']
PMC2358890	['lumbar spinal canal stenosis']
PMC2359943	['bone metastasis']
PMC2360002	['metastatic tumour growth']
PMC2360102	['leukaemia']
PMC2360105	['doxorubicin-induced cardiotoxicity']
PMC2360141	['cancer cachexia']
PMC2360152	['uterus carcinoma']
PMC2360244	['chronic lymphoblastic leukaemia']
PMC2360250	['solid tumours']
PMC2360252	['severe pain']
PMC2360283	['hormone-independent prostate cancer', 'hormone-independent breast cancer']
PMC2360295	['humoral hypercalcaemia of malignancy']
PMC2360460	['epidermoid cancer']
PMC2360720	['lymphoid malignancies']
PMC2360749	['gastric cancer liver metastasis']
PMC2361207	['solid tumours']
PMC2361327	['squamous cell carcinomas of the oral cavity', 'squamous cell carcinomas of the oropharynx']
PMC2361494	['midgut carcinoid tumour']
PMC2361545	['cancer-associated anaemia']
PMC2361696	['metastatic colorectal carcinoma']
PMC2361831	['chemotherapy-induced intestinal injury']
PMC2361873	['liver metastases']
PMC2361945	['tumours expressing de2-7 egfr', 'tumours expressing amplified egfr']
PMC2361981	['metastatic solid tumours']
PMC2362042	['ebv-lymphomas']
PMC2362210	['human colon adenocarcinoma']
PMC2362260	['hepatic metastases']
PMC2362353	['human melanoma']
PMC2362426	['cancer-induced cachexia']
PMC2362429	['intestinal malignancies']
PMC2362665	['oesophageal lesions']
PMC2362668	['carcinoid syndrome']
PMC2362735	['ehrlich ascites tumour']
PMC2362811	['multidrug resistance in tumours']
PMC2362881	['solid tumours']
PMC2362893	['liver metastases']
PMC2362957	['small-cell lung carcinoma']
PMC2362975	['colorectal tumorigenesis', 'haematogenous metastasis of colon cancer']
PMC2363031	['brain tumours']
PMC2363053	['small-cell lung cancer']
PMC2363252	['tumour']
PMC2363411	['leukaemia']
PMC2363443	['t-cell leukaemia']
PMC2363526	['round cell sarcoma']
PMC2363558	['tumour']
PMC2363569	['intracranial tumour']
PMC2363576	['solid tumours']
PMC2363686	['colorectal tumour']
PMC2363766	['t-cell acute lymphoblastic leukaemia']
PMC2363822	['advanced prostate cancer']
PMC2363859	['brain tumours']
PMC2363929	['malignant and premalignant lesions']
PMC2363954	['human tumour', 'human leukaemia', 'human gastric tumour']
PMC2364099	['colon cancer carcinomatosis']
PMC2364186	['soft-tissue sarcoma', 'melanoma in-transit metastases']
PMC2364260	['brain tumours']
PMC2364274	['teratocarcinoma tumours']
PMC2364303	['human immunodeficiency virus']
PMC2364579	['neonatal group b streptococcal colonization', 'neonatal group b streptococcal bacteremia']
PMC2365110	['thrombotic diseases']
PMC2365144	['chronic inflammatory diseases']
PMC2365177	['ovarian tumor']
PMC2365199	['gastric acid secretion imbalances']
PMC2365250	['lung metastases of mammary carcinoma']
PMC2365321	['vasoconstrictive disorders of pregnancy']
PMC2365389	['lung injury during cardiopulmonary bypass']
PMC2365411	['phospholipidosis']
PMC2365589	['immune complex mediated diseases']
PMC2365840	['intra-abdominal sepsis']
PMC2365851	['allergic response']
PMC2367028	['bronchoconstriction']
PMC2367036	['myocardial ischaemia and reperfusion injury']
PMC2373835	['autoimmune colitis']
PMC2374280	['tumours']
PMC2374658	['cancer cachexia']
PMC2374897	['prion-based diseases']
PMC2375098	['tumour']
PMC2375263	['hepatocarcinogenesis']
PMC2375317	['metastatic melanoma']
PMC2377047	['hepatic metastases']
PMC2377077	['micrometastatic breast cancer']
PMC2377119	['solid tumours']
PMC2377133	['tumour']
PMC2377336	['inflammatory arthritis']
PMC2386536	['ischaemia-reperfusion injury']
PMC2394210	['bone metastases']
PMC2394358	['gastrointestinal human cancers']
PMC2396446	['age-dependent macular degeneration']
PMC2408570	['type i immediate hypersensitivity reactions']
PMC2409375	['mature b cell lymphomas']
PMC2409553	['solid tumours']
PMC2409655	['metastatic cancer']
PMC2409939	['colon tumours']
PMC2412842	['attention-deficit/hyperactivity disorder']
PMC2412862	['sickness behavior']
PMC2423704	['colorectal hepatic metastases']
PMC2424243	['mammary tumors']
PMC2430178	['gastrointestinal mucositis']
PMC2430697	['acute excitotoxic striatal insult']
PMC2430988	['thermal injury']
PMC2440506	['ischaemic retinopathy']
PMC2447576	['vasodilatory shock']
PMC2453636	['insulin resistance syndrome']
PMC2464590	['human onchocerciasis']
PMC2477751	['retinopathy']
PMC2478548	['type 1 diabetic neuropathy']
PMC2478616	['diabetic retinal microangiopathy']
PMC2481466	['postischemic coronary vascular leak']
PMC2491592	['age-related hearing loss']
PMC2494562	['hiv']
PMC2494564	['hiv']
PMC2496880	['diabetes-induced vascular and neural dysfunction']
PMC2515935	['human hormone-refractory prostate cancer']
PMC2516176	['renal ischemia and reperfusion injury']
PMC2516519	['hypercholesteraemia']
PMC2517065	['inflammatory pain']
PMC2518499	['cardiac fibrosis']
PMC2525626	['autoimmune disorders']
PMC2526527	['neonatal hypoxic-ischemic brain damage']
PMC2527299	['inflammatory pain']
PMC2527306	['neonatal brain injury']
PMC2528142	['breast cancer metastases']
PMC2547144	['nonhealing wounds']
PMC2551690	['proliferative vitreoretinal diseases']
PMC2553085	['ischemic brain injury']
PMC2556173	['inflammatory pain']
PMC2556327	['type i diabetes']
PMC2562991	['neuropsychiatric diseases']
PMC2562992	['ebv-associated cancer']
PMC2563688	['lung disorders']
PMC2564972	['intestinal ischemia-reperfusion injury']
PMC2565468	['mechanical brain injury']
PMC2567064	['oestrogen receptor-negative breast cancer']
PMC2570491	['fibrofolliculomas', 'lung cysts', 'colonic polyps/cancers']
PMC2572004	['bacteraemia']
PMC2572159	['limb girdle muscular dystrophy type 2d']
PMC2572824	['myocardial ischemic injury']
PMC2573999	['high cervical spinal cord injury']
PMC2574233	['ankle sprain pain']
PMC2574608	['radiation-induced heart disease']
PMC2574683	['opioid bowel dysfunction']
PMC2575142	['ricin intoxication']
PMC2575568	['sepsis-induced organ failure']
PMC2575591	['sepsis-induced lung injury']
PMC2576481	['ischemic-induced retinal diseases']
PMC2577018	['brca1-associated breast cancer']
PMC2577234	['chemotherapy-induced pain']
PMC2578989	['enterochromaffin-like cell carcinoid tumors']
PMC2579962	['philadelphia chromosome positive leukemias']
PMC2582943	['sars infections']
PMC2582959	['ebola']
PMC2582962	['ovarian tumor']
PMC2582973	['cholestatic liver injury']
PMC2583362	['melanoma metastatic to brain']
PMC2583455	['nacl-sensitive hypertension']
PMC2584021	['myocardial ischemia-reperfusion injury']
PMC2584025	['arterial thrombosis']
PMC2584039	['chronic inflammatory pain']
PMC2584140	['hypoglycemia-associated autonomic failure in type 1 diabetes']
PMC2584141	['diabetes-associated impairment of myocardial angiogenesis']
PMC2584362	['hormone refractory prostate cancer']
PMC2585077	['streptococcus pyogenes sepsis']
PMC2586120	['skeletal muscle ischemia/reperfusion injury']
PMC2588644	['retinal damage']
PMC2588746	['complex liver injuries']
PMC2589337	['chronic viral hepatitis', 'chronic cholestatic liver diseases']
PMC2590620	['nephropathy associated with hypertension and type ii diabetes']
PMC2590662	['lung graft dysfunction', 'lung rejection']
PMC2590714	['human immunodeficiency virus, type 1']
PMC2592498	['diabetic osteoporosis']
PMC2592503	['motoneuron loss']
PMC2592608	['stimulant intoxication']
PMC2592739	['acute pulmonary hypertension', 'right ventricular failure']
PMC2592762	['septic conditions']
PMC2592843	['neuroapoptosis']
PMC2593404	['?-hydroxybutyrate overdose']
PMC2596486	['influenza infections']
PMC2596587	['solid tumors']
PMC2597425	['experimental autoimmune uveitis']
PMC2597521	['glucocorticoid-induced bone loss']
PMC2597683	['drug tolerance']
PMC2597892	['antibiotic resistant bacterial infections']
PMC2600657	['hpv-16 transformed tumors']
PMC2601047	['aggressive behavior']
PMC2602828	['lung ischemia-reperfusion injury']
PMC2603570	['cutaneous vascular lesions']
PMC2603595	['skin fibrosis']
PMC2605213	['nerve root-mediated pain']
PMC2606878	['cerebral ischemia/reperfusion injury']
PMC2607236	['metastatic prostate cancer']
PMC2610640	['facilitated pain state']
PMC2612731	['transient focal cerebral ischemia']
PMC2613069	['ethanol withdrawal']
PMC2613838	['chemotherapy-induced nausea and vomiting']
PMC2613946	['climacteric symptoms']
PMC2614388	['advanced stage cancers']
PMC2615060	['ventricular arrhythmias']
PMC2615069	['age-related retinal dysfunction']
PMC2615247	['superoxide-induced reperfusion injury']
PMC2615357	['hypoxic-ischemic brain injury']
PMC2615373	['cardiac ischemia-reperfusion injury']
PMC2615390	['endotoxic shock']
PMC2615415	['malignant brain tumors']
PMC2621262	['burn wounds']
PMC2626406	['gram negative bacterial sepsis', 'hyperacute transplant rejection']
PMC2626435	['castration resistant prostate cancer']
PMC2626639	['cataractogenesis']
PMC2627563	['central pain syndrome']
PMC2627770	['hiv cns disease']
PMC2627988	['congenital long qt syndrome type 3']
PMC2628044	['postoperative intraabdominal adhesion formation']
PMC2628114	['chronic cyclosporine nephropathy']
PMC2628171	['esophageal adenocarcinomas']
PMC2628331	['pulmonary vascular leakage syndrome']
PMC2628655	['persistent inflammatory pain']
PMC2628759	['bone cancer pain']
PMC2628949	['intestinal tumorigenesis']
PMC2628966	['ischemic brain injury']
PMC2629763	['renal allograft']
PMC2630053	['herpetic stromal keratitis']
PMC2630368	['learning and memory disorders']
PMC2630585	['respiratory tularemia']
PMC2631927	['phleboviral disease']
PMC2632955	['myocardial ischemia-reperfusion injury']
PMC2633033	['partial or generalized convulsive seizure disorders']
PMC2633463	['gut ischemia and reperfusion injury']
PMC2635382	['salivary gland tumor']
PMC2637359	['atherosclerotic cardiovascular disease']
PMC2637926	['opiate withdrawal']
PMC2638169	['neonatal inflammatory injury']
PMC2638587	['tobacco addiction']
PMC2639627	['congenital muscular dystrophy type 1a']
PMC2639629	['opioid withdrawal']
PMC2640060	['hiv']
PMC2642652	['dilutional coagulopathy']
PMC2643317	['acute ischemic kidney injury']
PMC2643976	['autoimmunity', 'allograft rejection']
PMC2645592	['cocaine abuse and dependence']
PMC2645682	['prostatic carcinoma', 'metastatic deposits']
PMC2646145	['influenza pandemic']
PMC2646171	['airway inflammation']
